Source;Target;Weight;Type;Category
1644458814734336006;71;1188.4250919306348;"undirected";u2l_2
2144528425287680242;71;1188.4250919306348;"undirected";u2l_2
2531601732861952796;72;1188.4250919306348;"undirected";u2l_2
2449416803844096201;72;1188.4250919306348;"undirected";u2l_2
1887880414756864977;73;1188.4250919306348;"undirected";u2l_2
1892911524347904708;73;1188.4250919306348;"undirected";u2l_2
1366919068254208843;70;1188.4250919306348;"undirected";u2l_2
1344995114090497003;74;1188.4250919306348;"undirected";u2l_2
2256137051176960037;74;933532.5643190441;"undirected";u2l_2
2300526267990016637;75;1188.4250919306348;"undirected";u2l_2
2281732304797696497;75;1188.4250919306348;"undirected";u2l_2
2280848850157568982;76;1188.4250919306348;"undirected";u2l_2
2248711354712064625;76;1188.4250919306348;"undirected";u2l_2
2530674598739968623;77;1188.4250919306348;"undirected";u2l_2
2130678657318912886;77;1188.4250919306348;"undirected";u2l_2
2073552639492096475;78;1188.4250919306348;"undirected";u2l_2
2017170364039168024;78;1188.4250919306348;"undirected";u2l_2
1805598865752064788;79;1188.4250919306348;"undirected";u2l_2
1812513293336576166;79;1188.4250919306348;"undirected";u2l_2
2400302804238336942;80;1188.4250919306348;"undirected";u2l_2
2036492885032960636;80;1188.4250919306348;"undirected";u2l_2
2339757765951488490;81;1188.4250919306348;"undirected";u2l_2
2283423834046464136;81;1188.4250919306348;"undirected";u2l_2
1446495534448640486;70;1188.4250919306348;"undirected";u2l_2
1643159041867776860;82;1188.4250919306348;"undirected";u2l_2
2197419831853056420;82;1188.4250919306348;"undirected";u2l_2
1595972735991808790;83;1188.4250919306348;"undirected";u2l_2
2101841416421376077;83;1188.4250919306348;"undirected";u2l_2
1983749914886144428;65;1188.4250919306348;"undirected";u2l_2
1720271497068544913;65;1188.4250919306348;"undirected";u2l_2
2063194059177984874;84;1188.4250919306348;"undirected";u2l_2
2032746104881152782;84;1188.4250919306348;"undirected";u2l_2
1941388778274816241;85;1188.4250919306348;"undirected";u2l_2
2055930564837376270;85;1188.4250919306348;"undirected";u2l_2
2463060740538368349;86;1188.4250919306348;"undirected";u2l_2
2289506782806016756;86;1188.4250919306348;"undirected";u2l_2
2230213987532800399;87;4623.710181180928;"undirected";u2l_2
2023588035035136922;87;4623.710181180928;"undirected";u2l_2
1915625375006720799;88;1188.4250919306348;"undirected";u2l_2
1884221572382720010;88;1188.4250919306348;"undirected";u2l_2
2144606103797760090;89;1188.4250919306348;"undirected";u2l_2
2122324492943360943;89;1188.4250919306348;"undirected";u2l_2
2100240500916224556;90;1188.4250919306348;"undirected";u2l_2
2221305956925440812;90;1188.4250919306348;"undirected";u2l_2
2022205173006336063;91;1188.4250919306348;"undirected";u2l_2
2269684535656448292;91;1188.4250919306348;"undirected";u2l_2
2406072463654912052;92;1188.4250919306348;"undirected";u2l_2
2267761824759808552;92;1188.4250919306348;"undirected";u2l_2
1830022457327616755;93;1188.4250919306348;"undirected";u2l_2
1856004434165760009;93;1188.4250919306348;"undirected";u2l_2
1756674834563072695;94;1188.4250919306348;"undirected";u2l_2
1258034189828096020;94;4623.710181180928;"undirected";u2l_2
2294690640560128534;70;1188.4250919306348;"undirected";u2l_2
2286571340431360325;95;1188.4250919306348;"undirected";u2l_2
2321385439363072643;95;1188.4250919306348;"undirected";u2l_2
2308959067176960729;96;1188.4250919306348;"undirected";u2l_2
1515576409194496514;96;1188.4250919306348;"undirected";u2l_2
2266125601603584462;97;4623.710181180928;"undirected";u2l_2
1910996306231296943;97;4623.710181180928;"undirected";u2l_2
2448858156105728045;98;1188.4250919306348;"undirected";u2l_2
1625574950830080158;98;1188.4250919306348;"undirected";u2l_2
1747441594400768714;99;1188.4250919306348;"undirected";u2l_2
2054551091806208890;99;1188.4250919306348;"undirected";u2l_2
1621852447309824856;100;1188.4250919306348;"undirected";u2l_2
1927639866540032158;100;1188.4250919306348;"undirected";u2l_2
1802722873442304417;101;1188.4250919306348;"undirected";u2l_2
1382330971193344966;101;1188.4250919306348;"undirected";u2l_2
2440189788028928510;102;10235.98102165468;"undirected";u2l_2
2037094432112640677;102;1188.4250919306348;"undirected";u2l_2
1733511027359744258;103;1188.4250919306348;"undirected";u2l_2
1866036336918528446;103;4623.710181180928;"undirected";u2l_2
1857633921269760096;104;1188.4250919306348;"undirected";u2l_2
1596098338619392144;104;1188.4250919306348;"undirected";u2l_2
2344658768232448605;105;4623.710181180928;"undirected";u2l_2
1859711234211840196;105;4623.710181180928;"undirected";u2l_2
1852818256297984398;106;1188.4250919306348;"undirected";u2l_2
2513518519648256958;106;1188.4250919306348;"undirected";u2l_2
1401785881198592264;107;1188.4250919306348;"undirected";u2l_2
2287282451120128490;107;1188.4250919306348;"undirected";u2l_2
2250327285825536165;105;1188.4250919306348;"undirected";u2l_2
2227403334090752020;105;1188.4250919306348;"undirected";u2l_2
2178601147432960498;108;1188.4250919306348;"undirected";u2l_2
1763142853984256163;108;1188.4250919306348;"undirected";u2l_2
1850179586097152201;109;1188.4250919306348;"undirected";u2l_2
2063131572436992271;109;1188.4250919306348;"undirected";u2l_2
1534408154677248343;110;4623.710181180928;"undirected";u2l_2
1141274237206528060;110;1188.4250919306348;"undirected";u2l_2
2068333507641344543;111;1188.4250919306348;"undirected";u2l_2
1801830753370112364;111;1188.4250919306348;"undirected";u2l_2
1255041251934209023;112;1188.4250919306348;"undirected";u2l_2
1558175337676800428;112;1188.4250919306348;"undirected";u2l_2
1335911140818944805;113;1188.4250919306348;"undirected";u2l_2
1501787055980544960;113;1188.4250919306348;"undirected";u2l_2
1920796373024768393;114;1188.4250919306348;"undirected";u2l_2
1584937505390592636;114;1188.4250919306348;"undirected";u2l_2
2069817729220608000;115;1188.4250919306348;"undirected";u2l_2
2187982782070784812;115;1188.4250919306348;"undirected";u2l_2
1983495245135872714;116;4623.710181180928;"undirected";u2l_2
2236510862573568341;116;1188.4250919306348;"undirected";u2l_2
2117111711268864908;117;1188.4250919306348;"undirected";u2l_2
2281538611838976475;117;17989.098332504735;"undirected";u2l_2
1780168859320320197;118;1188.4250919306348;"undirected";u2l_2
2428923551940608587;118;1188.4250919306348;"undirected";u2l_2
2302812297887744750;119;1188.4250919306348;"undirected";u2l_2
2232526600929280304;119;1188.4250919306348;"undirected";u2l_2
1878523534901248484;85;1188.4250919306348;"undirected";u2l_2
1545073103732736412;85;1188.4250919306348;"undirected";u2l_2
1784269009584128795;120;1188.4250919306348;"undirected";u2l_2
1985651939475456655;120;4623.710181180928;"undirected";u2l_2
2027918024769536676;117;1188.4250919306348;"undirected";u2l_2
2026621296967680041;121;1188.4250919306348;"undirected";u2l_2
2009185206140928169;121;1188.4250919306348;"undirected";u2l_2
1773368038653952356;122;1188.4250919306348;"undirected";u2l_2
1509467229257728556;122;1188.4250919306348;"undirected";u2l_2
2026452249739264714;101;1188.4250919306348;"undirected";u2l_2
1398945766965248270;101;1188.4250919306348;"undirected";u2l_2
1426255333294080497;123;4623.710181180928;"undirected";u2l_2
1680767520342017004;123;1188.4250919306348;"undirected";u2l_2
1793749344583680495;124;1188.4250919306348;"undirected";u2l_2
1793708634669056586;124;1188.4250919306348;"undirected";u2l_2
1611801745686528333;125;1188.4250919306348;"undirected";u2l_2
1507350087204864661;125;1188.4250919306348;"undirected";u2l_2
1548826385055744844;126;1188.4250919306348;"undirected";u2l_2
1524730016301056129;126;1188.4250919306348;"undirected";u2l_2
1471917185826816053;127;4623.710181180928;"undirected";u2l_2
1377951966822400960;127;1188.4250919306348;"undirected";u2l_2
1814740351320064927;128;1188.4250919306348;"undirected";u2l_2
1876382091051008524;128;1188.4250919306348;"undirected";u2l_2
2149741735444480838;85;1188.4250919306348;"undirected";u2l_2
1851982667055104356;85;1188.4250919306348;"undirected";u2l_2
1982523726888960777;129;1188.4250919306348;"undirected";u2l_2
1851046171246592404;129;1188.4250919306348;"undirected";u2l_2
2209769372778496246;65;1188.4250919306348;"undirected";u2l_2
2074434416410624127;65;1188.4250919306348;"undirected";u2l_2
1777212059549696337;123;1188.4250919306348;"undirected";u2l_2
1659658754326528277;130;4623.710181180928;"undirected";u2l_2
1548018159452160512;130;4623.710181180928;"undirected";u2l_2
1399317164195840834;131;1188.4250919306348;"undirected";u2l_2
1645249357152256789;131;1188.4250919306348;"undirected";u2l_2
1789341886054400286;116;1188.4250919306348;"undirected";u2l_2
1623489651933184175;116;1188.4250919306348;"undirected";u2l_2
2117811363119104751;132;1188.4250919306348;"undirected";u2l_2
1540822906437632755;132;1188.4250919306348;"undirected";u2l_2
2058474947084288476;85;1188.4250919306348;"undirected";u2l_2
2030605961265152586;85;1188.4250919306348;"undirected";u2l_2
1643050510057472381;133;1188.4250919306348;"undirected";u2l_2
2284339391889408082;133;1188.4250919306348;"undirected";u2l_2
1968531000262656944;83;1188.4250919306348;"undirected";u2l_2
1777261560725504845;83;1188.4250919306348;"undirected";u2l_2
2030605961265152586;134;4623.710181180928;"undirected";u2l_2
2058474947084288476;134;4623.710181180928;"undirected";u2l_2
1414994574966784518;88;1188.4250919306348;"undirected";u2l_2
1881179988951040100;88;1188.4250919306348;"undirected";u2l_2
1996813343129600015;127;1188.4250919306348;"undirected";u2l_2
2034979269771264938;127;1188.4250919306348;"undirected";u2l_2
2491380270104576531;70;1188.4250919306348;"undirected";u2l_2
2263910514163712823;70;4623.710181180928;"undirected";u2l_2
2001738789814272198;70;1188.4250919306348;"undirected";u2l_2
2400926312693760763;135;1188.4250919306348;"undirected";u2l_2
2077826282946560993;135;1188.4250919306348;"undirected";u2l_2
1780939873058816722;136;1188.4250919306348;"undirected";u2l_2
1698783557582848190;136;1188.4250919306348;"undirected";u2l_2
2291111750008832510;72;1188.4250919306348;"undirected";u2l_2
1709865722445824890;72;1188.4250919306348;"undirected";u2l_2
1221358038024192685;137;1188.4250919306348;"undirected";u2l_2
1612043153047552195;137;1188.4250919306348;"undirected";u2l_2
1566127285075968381;122;1188.4250919306348;"undirected";u2l_2
2410534230032384909;122;1188.4250919306348;"undirected";u2l_2
2088699454029824111;138;1188.4250919306348;"undirected";u2l_2
2025555239108608271;138;1188.4250919306348;"undirected";u2l_2
2009812271366144889;100;1188.4250919306348;"undirected";u2l_2
2449416803844096201;100;1188.4250919306348;"undirected";u2l_2
1863158750773248608;67;1188.4250919306348;"undirected";u2l_2
2013168788307968887;67;1188.4250919306348;"undirected";u2l_2
1248033375256576285;139;1188.4250919306348;"undirected";u2l_2
1247927250976768669;139;1188.4250919306348;"undirected";u2l_2
1668378838171648688;140;1188.4250919306348;"undirected";u2l_2
2366116215128064589;140;1188.4250919306348;"undirected";u2l_2
1825064462843904951;141;1188.4250919306348;"undirected";u2l_2
2082960782131200609;141;1188.4250919306348;"undirected";u2l_2
2280730663059456282;142;1188.4250919306348;"undirected";u2l_2
2196930666954752611;142;1188.4250919306348;"undirected";u2l_2
1291562172547072832;117;1188.4250919306348;"undirected";u2l_2
2319664029892608915;122;1188.4250919306348;"undirected";u2l_2
1866036336918528446;122;1188.4250919306348;"undirected";u2l_2
2138024569733120137;143;1188.4250919306348;"undirected";u2l_2
2491084210962432384;143;1188.4250919306348;"undirected";u2l_2
1785690039779328476;144;1188.4250919306348;"undirected";u2l_2
1816853382955008850;144;1188.4250919306348;"undirected";u2l_2
1843063043391488000;138;1188.4250919306348;"undirected";u2l_2
1998964962361344434;138;1188.4250919306348;"undirected";u2l_2
2042360355618816678;126;1188.4250919306348;"undirected";u2l_2
2236573592584192752;126;1188.4250919306348;"undirected";u2l_2
1748857717260288833;145;1188.4250919306348;"undirected";u2l_2
1686610823348224138;145;1188.4250919306348;"undirected";u2l_2
2261902205911040762;100;1188.4250919306348;"undirected";u2l_2
1928410083360768518;100;1188.4250919306348;"undirected";u2l_2
1869787378483200845;18;1188.4250919306348;"undirected";u2l_2
2325181552918528785;18;1188.4250919306348;"undirected";u2l_2
1742420618248192541;146;1188.4250919306348;"undirected";u2l_2
1766256898211840194;146;1188.4250919306348;"undirected";u2l_2
1925622129491968449;76;1188.4250919306348;"undirected";u2l_2
1227524419878912020;76;1188.4250919306348;"undirected";u2l_2
2474126002356224141;147;1188.4250919306348;"undirected";u2l_2
2038852323639296781;147;1188.4250919306348;"undirected";u2l_2
1598772937228288713;148;1188.4250919306348;"undirected";u2l_2
1632016806182912460;148;1188.4250919306348;"undirected";u2l_2
1598772937228288713;135;1188.4250919306348;"undirected";u2l_2
1632016806182912460;135;1188.4250919306348;"undirected";u2l_2
2264794631503872045;122;1188.4250919306348;"undirected";u2l_2
1758869025980416060;122;1188.4250919306348;"undirected";u2l_2
2335824146333696427;65;1188.4250919306348;"undirected";u2l_2
1848209034969088729;65;1188.4250919306348;"undirected";u2l_2
2287530930077696904;142;1188.4250919306348;"undirected";u2l_2
1221708170133504506;142;1188.4250919306348;"undirected";u2l_2
1422212611440640964;98;1188.4250919306348;"undirected";u2l_2
2494475867783168027;98;1188.4250919306348;"undirected";u2l_2
1683428529405952368;149;1188.4250919306348;"undirected";u2l_2
1825197279674368036;149;4623.710181180928;"undirected";u2l_2
1854712152326144796;150;1188.4250919306348;"undirected";u2l_2
1513949581279232095;150;1188.4250919306348;"undirected";u2l_2
2129347410395136893;151;69988.7419703873;"undirected";u2l_2
2046120314273792486;151;1188.4250919306348;"undirected";u2l_2
2089473814822912297;151;1188.4250919306348;"undirected";u2l_2
2023689545580544682;151;1188.4250919306348;"undirected";u2l_2
1976328664383488786;151;1188.4250919306348;"undirected";u2l_2
2062039375675392166;151;1188.4250919306348;"undirected";u2l_2
2047593211232256943;151;1188.4250919306348;"undirected";u2l_2
2059916420317184208;151;1188.4250919306348;"undirected";u2l_2
1904968126693376726;126;1188.4250919306348;"undirected";u2l_2
1715363549020160334;126;1188.4250919306348;"undirected";u2l_2
2224159979470848542;152;1188.4250919306348;"undirected";u2l_2
2212780757221376795;152;1188.4250919306348;"undirected";u2l_2
2044060416081920313;151;1188.4250919306348;"undirected";u2l_2
2312575731630080872;153;1188.4250919306348;"undirected";u2l_2
1614791613349888503;153;1188.4250919306348;"undirected";u2l_2
1321870305525760057;116;4623.710181180928;"undirected";u2l_2
1321975658053632489;116;1188.4250919306348;"undirected";u2l_2
1257302350888960621;154;1188.4250919306348;"undirected";u2l_2
1266185903538176648;154;1188.4250919306348;"undirected";u2l_2
1922713077678080471;155;1188.4250919306348;"undirected";u2l_2
2500852216496128889;155;1188.4250919306348;"undirected";u2l_2
2373742902640640430;156;1188.4250919306348;"undirected";u2l_2
2202891787960320185;156;1188.4250919306348;"undirected";u2l_2
1847433533325312790;116;1188.4250919306348;"undirected";u2l_2
1510550785753088401;85;4623.710181180928;"undirected";u2l_2
1661678966013952158;85;1188.4250919306348;"undirected";u2l_2
1737428171751424606;85;1188.4250919306348;"undirected";u2l_2
2203065448923136694;116;1188.4250919306348;"undirected";u2l_2
2529442287058944048;65;1188.4250919306348;"undirected";u2l_2
2280835780706304302;65;1188.4250919306348;"undirected";u2l_2
2110614365274112232;27;1188.4250919306348;"undirected";u2l_2
2489496054530048740;27;1188.4250919306348;"undirected";u2l_2
1801096540454912642;113;4623.710181180928;"undirected";u2l_2
1737123145187328354;113;1188.4250919306348;"undirected";u2l_2
1923444530741248783;157;1188.4250919306348;"undirected";u2l_2
1853787165687808380;157;1188.4250919306348;"undirected";u2l_2
2450540910870528884;158;1188.4250919306348;"undirected";u2l_2
2104501930557440300;158;27858.198030217307;"undirected";u2l_2
1823100740042752897;159;1188.4250919306348;"undirected";u2l_2
2144764010954752853;159;1188.4250919306348;"undirected";u2l_2
2237425321508864526;160;1188.4250919306348;"undirected";u2l_2
2241499316092928228;160;1188.4250919306348;"undirected";u2l_2
2499929738051584068;161;1188.4250919306348;"undirected";u2l_2
2333067842682880041;161;1188.4250919306348;"undirected";u2l_2
1732892795338752803;144;1188.4250919306348;"undirected";u2l_2
1994609529978880405;144;4623.710181180928;"undirected";u2l_2
2294380287229952538;158;1188.4250919306348;"undirected";u2l_2
1982656828932096591;162;1188.4250919306348;"undirected";u2l_2
2111896488509440335;162;1188.4250919306348;"undirected";u2l_2
2174287070887936877;163;1188.4250919306348;"undirected";u2l_2
2071109700681728810;163;4623.710181180928;"undirected";u2l_2
1624438260891648163;74;1188.4250919306348;"undirected";u2l_2
2063131572436992271;113;1188.4250919306348;"undirected";u2l_2
2399559112196096160;164;1188.4250919306348;"undirected";u2l_2
2139320307679232765;164;1188.4250919306348;"undirected";u2l_2
1681499451555840579;165;1188.4250919306348;"undirected";u2l_2
1709742535737344442;165;1188.4250919306348;"undirected";u2l_2
1869037227212800675;160;1188.4250919306348;"undirected";u2l_2
1459677762158592444;160;1188.4250919306348;"undirected";u2l_2
1716786466652160958;166;1188.4250919306348;"undirected";u2l_2
1930091630166016321;166;1188.4250919306348;"undirected";u2l_2
1682980300914688489;70;1188.4250919306348;"undirected";u2l_2
1452233770139648292;70;1188.4250919306348;"undirected";u2l_2
1778102233464832970;167;1188.4250919306348;"undirected";u2l_2
1609894109118464671;167;1188.4250919306348;"undirected";u2l_2
1867576007196672924;168;10235.98102165468;"undirected";u2l_2
2534403125280768509;168;1188.4250919306348;"undirected";u2l_2
1722075525939200438;169;1188.4250919306348;"undirected";u2l_2
2309181457563648222;169;1188.4250919306348;"undirected";u2l_2
1969677764919296495;170;1188.4250919306348;"undirected";u2l_2
2501781187723264195;170;10235.98102165468;"undirected";u2l_2
1534133536817152701;110;1188.4250919306348;"undirected";u2l_2
1648652934184960681;101;1188.4250919306348;"undirected";u2l_2
2410156516179968899;101;4623.710181180928;"undirected";u2l_2
1791123290849280608;98;1188.4250919306348;"undirected";u2l_2
1653096514060288619;98;1188.4250919306348;"undirected";u2l_2
2069347304472576560;171;1188.4250919306348;"undirected";u2l_2
2026399317622784889;171;1188.4250919306348;"undirected";u2l_2
1824894190878720806;115;1188.4250919306348;"undirected";u2l_2
2093952173867008431;115;1188.4250919306348;"undirected";u2l_2
1917100209733632472;172;1188.4250919306348;"undirected";u2l_2
2020007013777408870;172;1188.4250919306348;"undirected";u2l_2
1946808490131456325;81;1188.4250919306348;"undirected";u2l_2
2130629525241856407;81;1188.4250919306348;"undirected";u2l_2
2100486807224320269;36;1188.4250919306348;"undirected";u2l_2
2191588121903104501;36;1188.4250919306348;"undirected";u2l_2
2101514713694208733;98;1188.4250919306348;"undirected";u2l_2
2510589930766336221;98;1188.4250919306348;"undirected";u2l_2
2430914067955712842;173;1188.4250919306348;"undirected";u2l_2
2356052351778816260;173;1188.4250919306348;"undirected";u2l_2
2401422993784832982;174;1188.4250919306348;"undirected";u2l_2
1890852523737088493;174;1188.4250919306348;"undirected";u2l_2
1886672782360576875;175;1188.4250919306348;"undirected";u2l_2
1894728958214144066;175;1188.4250919306348;"undirected";u2l_2
1664593520754688683;176;1188.4250919306348;"undirected";u2l_2
1739171240607744043;176;1188.4250919306348;"undirected";u2l_2
1878833561075712611;177;1188.4250919306348;"undirected";u2l_2
1803363947642880555;177;1188.4250919306348;"undirected";u2l_2
1809884320366592169;101;1188.4250919306348;"undirected";u2l_2
1918521667747840442;178;1188.4250919306348;"undirected";u2l_2
1864984749408256069;178;1188.4250919306348;"undirected";u2l_2
2037508082761728082;179;1188.4250919306348;"undirected";u2l_2
2030705978638336421;179;1188.4250919306348;"undirected";u2l_2
1767177044623360798;70;1188.4250919306348;"undirected";u2l_2
1882789855100928023;70;1188.4250919306348;"undirected";u2l_2
2072336895311872888;180;1188.4250919306348;"undirected";u2l_2
1988854357688320980;180;1188.4250919306348;"undirected";u2l_2
1270504308604928006;181;1188.4250919306348;"undirected";u2l_2
1297529090080768130;181;1188.4250919306348;"undirected";u2l_2
1993044928757760542;182;1188.4250919306348;"undirected";u2l_2
2024684182831104182;182;1188.4250919306348;"undirected";u2l_2
1809647266693120806;183;1188.4250919306348;"undirected";u2l_2
1654676726480896850;183;1188.4250919306348;"undirected";u2l_2
2328596773339136233;170;1188.4250919306348;"undirected";u2l_2
2209861051875328124;184;1188.4250919306348;"undirected";u2l_2
2525149853122560579;184;1188.4250919306348;"undirected";u2l_2
1806768363536384819;185;4623.710181180928;"undirected";u2l_2
1985452575817728668;185;4623.710181180928;"undirected";u2l_2
2500459596087296200;170;1188.4250919306348;"undirected";u2l_2
2042364457648128301;70;1188.4250919306348;"undirected";u2l_2
2237352005074944550;70;1188.4250919306348;"undirected";u2l_2
2350488532025344680;186;1188.4250919306348;"undirected";u2l_2
2061807850094592628;186;17989.098332504735;"undirected";u2l_2
1837931698323456889;100;1188.4250919306348;"undirected";u2l_2
1645873612193792700;100;1188.4250919306348;"undirected";u2l_2
1571958550429696695;187;1188.4250919306348;"undirected";u2l_2
1912845449035776447;187;1188.4250919306348;"undirected";u2l_2
2390811773763584558;64;1188.4250919306348;"undirected";u2l_2
1657542199476224033;64;1188.4250919306348;"undirected";u2l_2
2534898824904704221;188;1188.4250919306348;"undirected";u2l_2
2288601509396480365;188;1188.4250919306348;"undirected";u2l_2
2060929244069888568;135;1188.4250919306348;"undirected";u2l_2
2236411398848512866;135;1188.4250919306348;"undirected";u2l_2
1819233793081344489;189;1188.4250919306348;"undirected";u2l_2
1764682062888960371;189;1188.4250919306348;"undirected";u2l_2
2373049844236288654;82;1188.4250919306348;"undirected";u2l_2
1760355755753472605;82;1188.4250919306348;"undirected";u2l_2
1468304111697920763;9;1188.4250919306348;"undirected";u2l_2
1368174498938880623;9;1188.4250919306348;"undirected";u2l_2
1468304111697920763;186;1188.4250919306348;"undirected";u2l_2
1368174498938880623;186;1188.4250919306348;"undirected";u2l_2
1761150677024768895;36;1188.4250919306348;"undirected";u2l_2
2034595532898304452;36;1188.4250919306348;"undirected";u2l_2
1481399324377088325;190;1188.4250919306348;"undirected";u2l_2
1952357889867776660;190;1188.4250919306348;"undirected";u2l_2
1713138604965888547;191;1188.4250919306348;"undirected";u2l_2
1662353334599680728;191;1188.4250919306348;"undirected";u2l_2
1531551321948160081;114;1188.4250919306348;"undirected";u2l_2
1722153279946752160;114;1188.4250919306348;"undirected";u2l_2
1643095514939392661;192;1188.4250919306348;"undirected";u2l_2
2319337318776832914;192;1188.4250919306348;"undirected";u2l_2
1252978996543488663;193;4623.710181180928;"undirected";u2l_2
1314499881598976810;193;1188.4250919306348;"undirected";u2l_2
2535129100582912922;194;1188.4250919306348;"undirected";u2l_2
1773625828966400937;194;1188.4250919306348;"undirected";u2l_2
1312103013023744601;183;1188.4250919306348;"undirected";u2l_2
1227046084673536270;183;1188.4250919306348;"undirected";u2l_2
1168490127949824790;193;1188.4250919306348;"undirected";u2l_2
2240969684549632500;135;1188.4250919306348;"undirected";u2l_2
2231554436759552545;135;1188.4250919306348;"undirected";u2l_2
2459032338038784539;195;1188.4250919306348;"undirected";u2l_2
2215643562639360793;195;1188.4250919306348;"undirected";u2l_2
2459032338038784539;196;1188.4250919306348;"undirected";u2l_2
2215643562639360793;196;1188.4250919306348;"undirected";u2l_2
1971916189466624914;197;4623.710181180928;"undirected";u2l_2
2308080888971264572;197;4623.710181180928;"undirected";u2l_2
